osmid,y,x,street_count,highway,ref,geometry
29938143,47.6169626,-122.3578197,1,,,POINT (-122.3578197 47.6169626)
30079057,47.6196851,-122.3291255,4,traffic_signals,,POINT (-122.3291255 47.6196851)
30279697,47.6084406,-122.331992,4,traffic_signals,,POINT (-122.331992 47.6084406)
30343852,47.6232711,-122.3554247,4,,,POINT (-122.3554247 47.6232711)
30343854,47.6209217,-122.3528255,4,,,POINT (-122.3528255 47.6209217)
30343857,47.62069,-122.347594,3,traffic_signals,,POINT (-122.347594 47.62069)
30345009,47.6185639,-122.3437825,4,traffic_signals,,POINT (-122.3437825 47.6185639)
30345012,47.6185631,-122.3435864,4,traffic_signals,,POINT (-122.3435864 47.6185631)
30345078,47.617525,-122.3297178,3,traffic_signals,,POINT (-122.3297178 47.617525)
30345319,47.6166538,-122.3278808,4,traffic_signals,,POINT (-122.3278808 47.6166538)
30345462,47.6125332,-122.3311604,4,traffic_signals,,POINT (-122.3311604 47.6125332)
30760194,47.6208889,-122.3437815,3,traffic_signals,,POINT (-122.3437815 47.6208889)
30885219,47.6117471,-122.347042,3,,,POINT (-122.347042 47.6117471)
53008649,47.6232474,-122.347513,4,,,POINT (-122.347513 47.6232474)
53008651,47.6232472,-122.347102,3,,,POINT (-122.347102 47.6232472)
53017297,47.6061206,-122.337541,3,traffic_signals,,POINT (-122.337541 47.6061206)
53018454,47.6120713,-122.3482291,4,traffic_signals,,POINT (-122.3482291 47.6120713)
53024165,47.6119819,-122.3480406,3,,,POINT (-122.3480406 47.6119819)
53025075,47.6231382,-122.3273661,3,,,POINT (-122.3273661 47.6231382)
53025077,47.6231367,-122.3278253,3,,,POINT (-122.3278253 47.6231367)
53025081,47.62198,-122.3272247,4,,,POINT (-122.3272247 47.62198)
53025087,47.6208478,-122.3272285,3,,,POINT (-122.3272285 47.6208478)
53031395,47.6220543,-122.3449872,4,traffic_signals,,POINT (-122.3449872 47.6220543)
53036746,47.6099766,-122.3462742,3,,,POINT (-122.3462742 47.6099766)
53040296,47.6196122,-122.3265882,3,,,POINT (-122.3265882 47.6196122)
53045786,47.607744,-122.3313384,4,traffic_signals,,POINT (-122.3313384 47.607744)
53062784,47.6080567,-122.318063,3,,,POINT (-122.318063 47.6080567)
53062839,47.6080551,-122.3194556,1,turning_circle,,POINT (-122.3194556 47.6080551)
53062912,47.6115508,-122.3198574,3,,,POINT (-122.3198574 47.6115508)
53062913,47.6121857,-122.3198574,3,,,POINT (-122.3198574 47.6121857)
53062915,47.6129483,-122.3198573,3,,,POINT (-122.3198573 47.6129483)
53068776,47.6035235,-122.3181146,4,,,POINT (-122.3181146 47.6035235)
53068778,47.6043616,-122.3181152,4,,,POINT (-122.3181152 47.6043616)
53068779,47.6052058,-122.318114,4,,,POINT (-122.318114 47.6052058)
53068780,47.6062098,-122.3181203,3,,,POINT (-122.3181203 47.6062098)
53068784,47.6092332,-122.3180759,4,,,POINT (-122.3180759 47.6092332)
53068790,47.6123094,-122.3180452,3,traffic_signals,,POINT (-122.3180452 47.6123094)
53068792,47.6129415,-122.318142,4,stop,,POINT (-122.318142 47.6129415)
53068794,47.6140997,-122.318145,4,stop,,POINT (-122.318145 47.6140997)
53068796,47.6164294,-122.3181791,3,,,POINT (-122.3181791 47.6164294)
53068798,47.6176072,-122.3181951,3,,,POINT (-122.3181951 47.6176072)
53068912,47.6163507,-122.32679,4,,,POINT (-122.32679 47.6163507)
53068914,47.6163509,-122.3261869,4,,,POINT (-122.3261869 47.6163509)
53068916,47.6163452,-122.3254951,3,,,POINT (-122.3254951 47.6163452)
53068917,47.6163575,-122.3244978,4,,,POINT (-122.3244978 47.6163575)
53068920,47.6163758,-122.3234327,4,,,POINT (-122.3234327 47.6163758)
53068921,47.6163962,-122.3221635,3,,,POINT (-122.3221635 47.6163962)
53070134,47.6133735,-122.3465185,4,traffic_signals,,POINT (-122.3465185 47.6133735)
53070135,47.6140301,-122.3456726,4,traffic_signals,,POINT (-122.3456726 47.6140301)
53070136,47.6147024,-122.3447995,4,traffic_signals,,POINT (-122.3447995 47.6147024)
53070138,47.6153642,-122.3439414,4,traffic_signals,,POINT (-122.3439414 47.6153642)
53070139,47.6159934,-122.3431315,4,traffic_signals,,POINT (-122.3431315 47.6159934)
53070140,47.6166958,-122.3422208,4,traffic_signals,,POINT (-122.3422208 47.6166958)
53070142,47.6173721,-122.3413461,4,traffic_signals,,POINT (-122.3413461 47.6173721)
53070144,47.6180335,-122.34049,4,stop,,POINT (-122.34049 47.6180335)
53070146,47.6185454,-122.3398612,4,traffic_signals,,POINT (-122.3398612 47.6185454)
53070502,47.6145245,-122.3329364,4,traffic_signals,,POINT (-122.3329364 47.6145245)
53070503,47.6148131,-122.3331843,4,traffic_signals,,POINT (-122.3331843 47.6148131)
53070504,47.615616,-122.3344308,4,traffic_signals,,POINT (-122.3344308 47.615616)
53070505,47.6163879,-122.3357275,4,traffic_signals,,POINT (-122.3357275 47.6163879)
53070507,47.6171603,-122.337045,4,stop,,POINT (-122.337045 47.6171603)
53070509,47.6177598,-122.3383398,4,traffic_signals,,POINT (-122.3383398 47.6177598)
53070510,47.6185431,-122.3391482,3,,,POINT (-122.3391482 47.6185431)
53070515,47.6027128,-122.322146,3,stop,,POINT (-122.322146 47.6027128)
53070520,47.6048538,-122.324104,4,stop,,POINT (-122.324104 47.6048538)
53070522,47.6055624,-122.3247477,4,traffic_signals,,POINT (-122.3247477 47.6055624)
53070524,47.6062742,-122.3254044,4,stop,,POINT (-122.3254044 47.6062742)
53070527,47.6069932,-122.3260554,4,,,POINT (-122.3260554 47.6069932)
53070528,47.6077082,-122.3267127,4,,,POINT (-122.3267127 47.6077082)
53070531,47.6084173,-122.3273566,4,traffic_signals,,POINT (-122.3273566 47.6084173)
53070533,47.6091256,-122.3280124,4,,,POINT (-122.3280124 47.6091256)
53070534,47.6098388,-122.3286781,4,traffic_signals,,POINT (-122.3286781 47.6098388)
53071659,47.6208682,-122.3371736,4,stop,,POINT (-122.3371736 47.6208682)
53071662,47.6232139,-122.3371661,4,stop,,POINT (-122.3371661 47.6232139)
53071878,47.6017393,-122.3355425,3,,,POINT (-122.3355425 47.6017393)
53071879,47.6017372,-122.3348555,4,,,POINT (-122.3348555 47.6017372)
53071880,47.6017368,-122.3342296,4,traffic_signals,,POINT (-122.3342296 47.6017368)
53071883,47.6017297,-122.3328654,3,,,POINT (-122.3328654 47.6017297)
53071886,47.6017285,-122.3319771,4,traffic_signals,,POINT (-122.3319771 47.6017285)
53071889,47.6017269,-122.331432,4,crossing,,POINT (-122.331432 47.6017269)
53071891,47.6017203,-122.330277,5,traffic_signals,,POINT (-122.330277 47.6017203)
53071898,47.6017115,-122.32635,4,stop,,POINT (-122.32635 47.6017115)
53071906,47.6016973,-122.3224851,4,traffic_signals,,POINT (-122.3224851 47.6016973)
53071908,47.6016966,-122.3207627,3,traffic_signals,,POINT (-122.3207627 47.6016966)
53072273,47.6131459,-122.3363027,4,traffic_signals,,POINT (-122.3363027 47.6131459)
53072274,47.6135929,-122.3351911,4,traffic_signals,,POINT (-122.3351911 47.6135929)
53072275,47.6140621,-122.3340552,5,traffic_signals,,POINT (-122.3340552 47.6140621)
53072277,47.6154593,-122.3307288,5,traffic_signals,,POINT (-122.3307288 47.6154593)
53072278,47.6158304,-122.32979,3,,,POINT (-122.32979 47.6158304)
53072283,47.6171377,-122.3267787,4,traffic_signals,,POINT (-122.3267787 47.6171377)
53073086,47.6186299,-122.357391,3,traffic_signals,,POINT (-122.357391 47.6186299)
53073087,47.619083,-122.3581633,3,,,POINT (-122.3581633 47.619083)
53073235,47.602706,-122.3207699,4,,,POINT (-122.3207699 47.602706)
53073238,47.6035364,-122.3207792,4,,,POINT (-122.3207792 47.6035364)
53073240,47.6042227,-122.3207871,3,,,POINT (-122.3207871 47.6042227)
53073244,47.6045918,-122.3207915,4,traffic_signals,,POINT (-122.3207915 47.6045918)
53073245,47.6052139,-122.32079,3,traffic_signals,,POINT (-122.32079 47.6052139)
53073246,47.60621,-122.3207992,4,traffic_signals,,POINT (-122.3207992 47.60621)
53073247,47.6072341,-122.3207746,5,traffic_signals,,POINT (-122.3207746 47.6072341)
53073248,47.6092355,-122.32081,5,traffic_signals,,POINT (-122.32081 47.6092355)
53073250,47.6101221,-122.3208142,3,,,POINT (-122.3208142 47.6101221)
53073251,47.6111538,-122.3208162,4,traffic_signals,,POINT (-122.3208162 47.6111538)
53073252,47.6114582,-122.3208158,3,,,POINT (-122.3208158 47.6114582)
53073253,47.6129732,-122.3208155,4,traffic_signals,,POINT (-122.3208155 47.6129732)
53073254,47.6140904,-122.3208285,4,traffic_signals,,POINT (-122.3208285 47.6140904)
53073255,47.615259,-122.32083,4,traffic_signals,,POINT (-122.32083 47.615259)
53073259,47.6175838,-122.3208595,3,traffic_signals,,POINT (-122.3208595 47.6175838)
53073260,47.61875,-122.3208473,4,traffic_signals,,POINT (-122.3208473 47.61875)
53078425,47.6211011,-122.3178411,3,,,POINT (-122.3178411 47.6211011)
53078428,47.6231183,-122.3178195,4,,,POINT (-122.3178195 47.6231183)
53078437,47.6199331,-122.3182356,4,,,POINT (-122.3182356 47.6199331)
53078439,47.6210982,-122.3182459,3,,,POINT (-122.3182459 47.6210982)
53080401,47.6134905,-122.35349,1,,,POINT (-122.35349 47.6134905)
53082157,47.6008824,-122.330278,4,stop,,POINT (-122.330278 47.6008824)
53082159,47.6000427,-122.330436,4,traffic_signals,,POINT (-122.330436 47.6000427)
53082161,47.5998196,-122.3302398,3,,,POINT (-122.3302398 47.5998196)
53082162,47.5992073,-122.3302763,3,traffic_signals,,POINT (-122.3302763 47.5992073)
53082265,47.6000264,-122.3250284,3,,,POINT (-122.3250284 47.6000264)
53082266,47.5991915,-122.325034,4,traffic_signals,,POINT (-122.325034 47.5991915)
53082267,47.5983655,-122.3250394,4,stop,,POINT (-122.3250394 47.5983655)
53082268,47.5975203,-122.3250451,4,stop,,POINT (-122.3250451 47.5975203)
53082269,47.596674,-122.3250507,4,stop,,POINT (-122.3250507 47.596674)
53086660,47.6116213,-122.346496,6,traffic_signals,,POINT (-122.346496 47.6116213)
53086661,47.611953,-122.3460598,4,,,POINT (-122.3460598 47.611953)
53086663,47.6126065,-122.3452171,4,traffic_signals,,POINT (-122.3452171 47.6126065)
53086664,47.613262,-122.3443552,4,traffic_signals,,POINT (-122.3443552 47.613262)
53086666,47.6139301,-122.3435052,4,traffic_signals,,POINT (-122.3435052 47.6139301)
53086667,47.6145996,-122.3426342,4,traffic_signals,,POINT (-122.3426342 47.6145996)
53086670,47.6152145,-122.3418429,4,traffic_signals,,POINT (-122.3418429 47.6152145)
53086671,47.6159305,-122.3409072,4,traffic_signals,,POINT (-122.3409072 47.6159305)
53086673,47.6166038,-122.3400508,4,traffic_signals,,POINT (-122.3400508 47.6166038)
53086674,47.6172675,-122.3391819,4,traffic_signals,,POINT (-122.3391819 47.6172675)
53086683,47.6192208,-122.3266006,3,,,POINT (-122.3266006 47.6192208)
53086684,47.6192299,-122.3252873,3,,,POINT (-122.3252873 47.6192299)
53086782,47.6129814,-122.3244363,3,,,POINT (-122.3244363 47.6129814)
53086784,47.6141046,-122.3244701,4,stop,,POINT (-122.3244701 47.6141046)
53086785,47.6152375,-122.32448,4,stop,,POINT (-122.32448 47.6152375)
53086786,47.6177489,-122.3245131,3,,,POINT (-122.3245131 47.6177489)
53088986,47.5992195,-122.3342463,4,traffic_signals,,POINT (-122.3342463 47.5992195)
53088988,47.5991661,-122.3328928,4,traffic_signals,,POINT (-122.3328928 47.5991661)
53088990,47.5992112,-122.3315716,4,traffic_signals,,POINT (-122.3315716 47.5992112)
53088992,47.5992057,-122.3296758,4,traffic_signals,,POINT (-122.3296758 47.5992057)
53088997,47.5992035,-122.3290202,5,traffic_signals,,POINT (-122.3290202 47.5992035)
53088998,47.5991995,-122.3276749,5,traffic_signals,,POINT (-122.3276749 47.5991995)
53088999,47.5991955,-122.3263677,5,traffic_signals,,POINT (-122.3263677 47.5991955)
53089002,47.5991463,-122.3237336,4,traffic_signals,,POINT (-122.3237336 47.5991463)
53089004,47.5992057,-122.3224393,4,traffic_signals,,POINT (-122.3224393 47.5992057)
53089007,47.5991921,-122.3196351,4,traffic_signals,,POINT (-122.3196351 47.5991921)
53091442,47.6133397,-122.3521676,3,,,POINT (-122.3521676 47.6133397)
53091444,47.613918,-122.3514108,4,,,POINT (-122.3514108 47.613918)
53091447,47.6145957,-122.3505414,4,,,POINT (-122.3505414 47.6145957)
53091448,47.6152458,-122.3497074,4,,,POINT (-122.3497074 47.6152458)
53091449,47.6159231,-122.3488559,4,,,POINT (-122.3488559 47.6159231)
53091450,47.6165798,-122.34799,4,,,POINT (-122.34799 47.6165798)
53091453,47.6172396,-122.347109,4,traffic_signals,,POINT (-122.347109 47.6172396)
53091454,47.6178581,-122.346286,4,traffic_signals,,POINT (-122.346286 47.6178581)
53091455,47.6185679,-122.3453925,3,,2297,POINT (-122.3453925 47.6185679)
53098402,47.6185503,-122.3234501,4,,,POINT (-122.3234501 47.6185503)
53098403,47.6198093,-122.3234759,4,,,POINT (-122.3234759 47.6198093)
53098433,47.6198706,-122.3230793,3,,,POINT (-122.3230793 47.6198706)
53098439,47.6231323,-122.3230678,4,,,POINT (-122.3230678 47.6231323)
53099320,47.618571,-122.3463527,4,traffic_signals,,POINT (-122.3463527 47.618571)
53099321,47.6197345,-122.3463157,4,,,POINT (-122.3463157 47.6197345)
53099322,47.6209091,-122.3463024,4,,,POINT (-122.3463024 47.6209091)
53099752,47.6144573,-122.3298059,4,traffic_signals,,POINT (-122.3298059 47.6144573)
53102405,47.6197152,-122.339792,4,stop,,POINT (-122.339792 47.6197152)
53102406,47.6208776,-122.3397788,4,traffic_signals,,POINT (-122.3397788 47.6208776)
53102408,47.6220513,-122.3397676,4,traffic_signals,,POINT (-122.3397676 47.6220513)
53102410,47.6232147,-122.3397564,4,traffic_signals,,POINT (-122.3397564 47.6232147)
53107464,47.618554,-122.3423963,4,traffic_signals,,POINT (-122.3423963 47.618554)
53107466,47.6197321,-122.3424026,4,,,POINT (-122.3424026 47.6197321)
53107468,47.6208916,-122.3423534,3,traffic_signals,,POINT (-122.3423534 47.6208916)
53107469,47.6220684,-122.3423643,4,traffic_signals,,POINT (-122.3423643 47.6220684)
53108484,47.6184974,-122.3267452,4,traffic_signals,,POINT (-122.3267452 47.6184974)
53108486,47.6208499,-122.3265924,4,,,POINT (-122.3265924 47.6208499)
53108488,47.6219847,-122.3265924,4,,,POINT (-122.3265924 47.6219847)
53108490,47.6231321,-122.3265934,4,,,POINT (-122.3265934 47.6231321)
53108778,47.6008825,-122.3311905,4,traffic_signals,,POINT (-122.3311905 47.6008825)
53109128,47.6152604,-122.3200336,3,,,POINT (-122.3200336 47.6152604)
53109131,47.6175854,-122.3200711,3,,,POINT (-122.3200711 47.6175854)
53110650,47.6231564,-122.3188535,3,,,POINT (-122.3188535 47.6231564)
53110861,47.6170891,-122.3278779,3,,,POINT (-122.3278779 47.6170891)
53114048,47.5966797,-122.327691,4,crossing,,POINT (-122.327691 47.5966797)
53114050,47.596678,-122.3263844,3,stop,,POINT (-122.3263844 47.596678)
53114051,47.59667,-122.3237501,4,stop,,POINT (-122.3237501 47.59667)
53114052,47.5966661,-122.3224561,4,stop,,POINT (-122.3224561 47.5966661)
53114053,47.5966628,-122.321664,1,,,POINT (-122.321664 47.5966628)
53114221,47.6053102,-122.3230066,4,,,POINT (-122.3230066 47.6053102)
53114222,47.6057823,-122.3218795,4,traffic_signals,,POINT (-122.3218795 47.6057823)
53114227,47.6025328,-122.329656,3,traffic_signals,,POINT (-122.329656 47.6025328)
53114228,47.6029916,-122.3285633,4,traffic_signals,,POINT (-122.3285633 47.6029916)
53114230,47.6034391,-122.3274205,3,,,POINT (-122.3274205 47.6034391)
53114260,47.6028268,-122.3360402,4,,,POINT (-122.3360402 47.6028268)
53114262,47.6035361,-122.3367059,4,traffic_signals,,POINT (-122.3367059 47.6035361)
53114263,47.6042382,-122.337344,4,traffic_signals,,POINT (-122.337344 47.6042382)
53114264,47.6049427,-122.3379977,4,traffic_signals,,POINT (-122.3379977 47.6049427)
53114266,47.6056626,-122.3386452,4,,,POINT (-122.3386452 47.6056626)
53114267,47.6063685,-122.339311,3,stop,,POINT (-122.339311 47.6063685)
53114269,47.6073776,-122.3402101,3,,,POINT (-122.3402101 47.6073776)
53114273,47.6103443,-122.3436686,3,,,POINT (-122.3436686 47.6103443)
53114276,47.6111979,-122.344785,5,traffic_signals,,POINT (-122.344785 47.6111979)
53114280,47.6134935,-122.3486836,4,traffic_signals,,POINT (-122.3486836 47.6134935)
53114282,47.6140385,-122.3496002,4,traffic_signals,,POINT (-122.3496002 47.6140385)
53114285,47.6151358,-122.351453,4,traffic_signals,,POINT (-122.351453 47.6151358)
53114287,47.6157078,-122.3524178,4,,,POINT (-122.3524178 47.6157078)
53114289,47.6162628,-122.3533566,4,traffic_signals,,POINT (-122.3533566 47.6162628)
53114291,47.6170488,-122.3546804,3,,,POINT (-122.3546804 47.6170488)
53114292,47.6178123,-122.3559748,4,,,POINT (-122.3559748 47.6178123)
53118263,47.6185076,-122.3240097,3,,,POINT (-122.3240097 47.6185076)
53118266,47.6196751,-122.3240099,4,,,POINT (-122.3240099 47.6196751)
53118274,47.6231126,-122.324043,3,,,POINT (-122.324043 47.6231126)
53119471,47.6090382,-122.330626,4,traffic_signals,,POINT (-122.330626 47.6090382)
53119474,47.6130348,-122.329987,4,traffic_signals,,POINT (-122.329987 47.6130348)
53122108,47.6208207,-122.3291478,3,,,POINT (-122.3291478 47.6208207)
53122109,47.6219768,-122.3291478,3,,,POINT (-122.3291478 47.6219768)
53122111,47.6231311,-122.3291478,3,,,POINT (-122.3291478 47.6231311)
53128099,47.6200877,-122.3501786,4,,,POINT (-122.3501786 47.6200877)
53128100,47.6209301,-122.350172,3,,,POINT (-122.350172 47.6209301)
53128134,47.6234173,-122.3488608,3,,,POINT (-122.3488608 47.6234173)
53128144,47.6185838,-122.3489317,4,traffic_signals,,POINT (-122.3489317 47.6185838)
53128145,47.6197591,-122.3487688,4,traffic_signals,,POINT (-122.3487688 47.6197591)
53128666,47.6008837,-122.3290106,5,traffic_signals,,POINT (-122.3290106 47.6008837)
53128667,47.6000384,-122.3290147,5,traffic_signals,,POINT (-122.3290147 47.6000384)
53128668,47.5964835,-122.32904,4,traffic_signals,,POINT (-122.32904 47.5964835)
53129286,47.6000545,-122.3342459,4,traffic_signals,,POINT (-122.3342459 47.6000545)
53129288,47.6000494,-122.3328797,4,,,POINT (-122.3328797 47.6000494)
53129291,47.6000462,-122.3315998,4,stop,,POINT (-122.3315998 47.6000462)
53129297,47.6000344,-122.3276694,4,traffic_signals,,POINT (-122.3276694 47.6000344)
53129298,47.6000301,-122.326362,4,stop,,POINT (-122.326362 47.6000301)
53129300,47.6000228,-122.3237278,3,,,POINT (-122.3237278 47.6000228)
53129439,47.6208478,-122.3279267,3,,,POINT (-122.3279267 47.6208478)
53129441,47.6208434,-122.3252984,4,,,POINT (-122.3252984 47.6208434)
53129446,47.6210804,-122.3208841,4,traffic_signals,,POINT (-122.3208841 47.6210804)
53129447,47.6210872,-122.3199249,3,,,POINT (-122.3199249 47.6210872)
53129448,47.6210887,-122.3195667,3,,,POINT (-122.3195667 47.6210887)
53130103,47.618746,-122.3221995,4,,,POINT (-122.3221995 47.618746)
53130104,47.6199035,-122.3222157,4,,,POINT (-122.3222157 47.6199035)
53130105,47.6219978,-122.3220301,4,,,POINT (-122.3220301 47.6219978)
53130106,47.6231302,-122.3220157,4,,,POINT (-122.3220157 47.6231302)
53135832,47.6044432,-122.3368442,3,,,POINT (-122.3368442 47.6044432)
53135833,47.6051639,-122.3374718,4,,,POINT (-122.3374718 47.6051639)
53135836,47.6058843,-122.3381072,3,,,POINT (-122.3381072 47.6058843)
53135841,47.6030228,-122.335548,4,,,POINT (-122.335548 47.6030228)
53135843,47.6037447,-122.3362099,3,,,POINT (-122.3362099 47.6037447)
53141794,47.602201,-122.3293592,3,,,POINT (-122.3293592 47.602201)
53142103,47.6060838,-122.3282382,3,,,POINT (-122.3282382 47.6060838)
53142105,47.6062983,-122.3277234,4,,,POINT (-122.3277234 47.6062983)
53142108,47.6065278,-122.3271726,4,,,POINT (-122.3271726 47.6065278)
53142111,47.6074564,-122.3249438,4,,,POINT (-122.3249438 47.6074564)
53142114,47.607893,-122.3238935,3,,,POINT (-122.3238935 47.607893)
53142115,47.6083724,-122.3227189,3,,,POINT (-122.3227189 47.6083724)
53142127,47.6032617,-122.3349486,4,traffic_signals,,POINT (-122.3349486 47.6032617)
53142130,47.6037219,-122.3338129,4,traffic_signals,,POINT (-122.3338129 47.6037219)
53142133,47.6041943,-122.3327164,4,traffic_signals,,POINT (-122.3327164 47.6041943)
53142136,47.6046716,-122.3316087,4,traffic_signals,,POINT (-122.3316087 47.6046716)
53142138,47.6051141,-122.3305267,4,traffic_signals,,POINT (-122.3305267 47.6051141)
53142141,47.605604,-122.3293327,3,,,POINT (-122.3293327 47.605604)
53142418,47.6232149,-122.338463,4,traffic_signals,,POINT (-122.338463 47.6232149)
53142421,47.6232095,-122.3358545,4,stop,,POINT (-122.3358545 47.6232095)
53142423,47.6231662,-122.3343428,4,traffic_signals,,POINT (-122.3343428 47.6231662)
53142426,47.623133,-122.3317375,4,,,POINT (-122.3317375 47.623133)
53142429,47.6231311,-122.3304388,4,,,POINT (-122.3304388 47.6231311)
53142432,47.6232727,-122.3567162,4,traffic_signals,,POINT (-122.3567162 47.6232727)
53142435,47.6232704,-122.3541138,3,,,POINT (-122.3541138 47.6232704)
53142963,47.6086732,-122.3405392,3,,,POINT (-122.3405392 47.6086732)
53142964,47.6088449,-122.3400015,5,traffic_signals,,POINT (-122.3400015 47.6088449)
53142966,47.6092891,-122.3389319,4,traffic_signals,,POINT (-122.3389319 47.6092891)
53142967,47.6097652,-122.3378196,4,traffic_signals,,POINT (-122.3378196 47.6097652)
53142968,47.6102141,-122.3367371,4,traffic_signals,,POINT (-122.3367371 47.6102141)
53142969,47.6106961,-122.3355778,4,traffic_signals,,POINT (-122.3355778 47.6106961)
53142970,47.6111517,-122.3344825,4,traffic_signals,,POINT (-122.3344825 47.6111517)
53142971,47.6116191,-122.3333583,4,traffic_signals,,POINT (-122.3333583 47.6116191)
53142972,47.6120871,-122.3322335,4,traffic_signals,,POINT (-122.3322335 47.6120871)
53142974,47.6134803,-122.3289162,4,traffic_signals,,POINT (-122.3289162 47.6134803)
53142978,47.6139394,-122.327808,4,traffic_signals,,POINT (-122.327808 47.6139394)
53144257,47.6054068,-122.3368943,4,traffic_signals,,POINT (-122.3368943 47.6054068)
53144260,47.6058727,-122.3357869,4,traffic_signals,,POINT (-122.3357869 47.6058727)
53144261,47.6063357,-122.3346862,4,traffic_signals,,POINT (-122.3346862 47.6063357)
53144262,47.6068008,-122.3335804,4,traffic_signals,,POINT (-122.3335804 47.6068008)
53144265,47.6072664,-122.332474,4,traffic_signals,,POINT (-122.332474 47.6072664)
53144266,47.6081976,-122.3302357,4,,,POINT (-122.3302357 47.6081976)
53144267,47.608661,-122.3291368,4,,,POINT (-122.3291368 47.608661)
53144268,47.6095874,-122.3269131,3,,,POINT (-122.3269131 47.6095874)
53144271,47.6105385,-122.3246427,3,,,POINT (-122.3246427 47.6105385)
53144273,47.6109828,-122.32357,4,,,POINT (-122.32357 47.6109828)
53144275,47.6114427,-122.3224689,4,,,POINT (-122.3224689 47.6114427)
53144276,47.6119106,-122.3213623,3,,,POINT (-122.3213623 47.6119106)
53144604,47.6185847,-122.3528569,4,traffic_signals,,POINT (-122.3528569 47.6185847)
53144606,47.6197487,-122.3528404,4,,,POINT (-122.3528404 47.6197487)
53144731,47.6025469,-122.3343002,4,traffic_signals,,POINT (-122.3343002 47.6025469)
53144733,47.6040006,-122.335618,4,traffic_signals,,POINT (-122.335618 47.6040006)
53144734,47.6046928,-122.3362467,4,traffic_signals,,POINT (-122.3362467 47.6046928)
53144737,47.606838,-122.3381925,3,traffic_signals,,POINT (-122.3381925 47.606838)
53144740,47.6098432,-122.3408914,4,traffic_signals,,POINT (-122.3408914 47.6098432)
53144742,47.6103112,-122.3413171,4,traffic_signals,,POINT (-122.3413171 47.6103112)
53144743,47.611069,-122.3426071,4,traffic_signals,,POINT (-122.3426071 47.611069)
53144744,47.6118448,-122.3439224,4,traffic_signals,,POINT (-122.3439224 47.6118448)
53144745,47.6141534,-122.3478438,4,,,POINT (-122.3478438 47.6141534)
53144746,47.6146899,-122.3487544,4,traffic_signals,,POINT (-122.3487544 47.6146899)
53144747,47.61579,-122.3506231,4,traffic_signals,,POINT (-122.3506231 47.61579)
53144749,47.6163523,-122.351568,4,,,POINT (-122.351568 47.6163523)
53144750,47.6169102,-122.3525163,4,traffic_signals,,POINT (-122.3525163 47.6169102)
53144751,47.6176898,-122.3538412,4,,,POINT (-122.3538412 47.6176898)
53144752,47.6178778,-122.3541698,3,,,POINT (-122.3541698 47.6178778)
53144753,47.6184434,-122.3551418,3,,,POINT (-122.3551418 47.6184434)
53144754,47.6185752,-122.3553532,4,traffic_signals,,POINT (-122.3553532 47.6185752)
53145337,47.5983027,-122.3315944,4,,,POINT (-122.3315944 47.5983027)
53146026,47.6185809,-122.3541567,4,,,POINT (-122.3541567 47.6185809)
53146171,47.6197584,-122.3541602,4,,,POINT (-122.3541602 47.6197584)
53146172,47.6209241,-122.354156,3,stop,,POINT (-122.354156 47.6209241)
53146386,47.6155926,-122.3542385,4,traffic_signals,,POINT (-122.3542385 47.6155926)
53146388,47.6175723,-122.351657,4,traffic_signals,,POINT (-122.351657 47.6175723)
53146390,47.6182311,-122.350802,4,traffic_signals,,POINT (-122.350802 47.6182311)
53146391,47.6185922,-122.3503333,5,traffic_signals,,POINT (-122.3503333 47.6185922)
53146402,47.6209383,-122.3475924,4,,,POINT (-122.3475924 47.6209383)
53147418,47.6185874,-122.3567489,4,traffic_signals,,POINT (-122.3567489 47.6185874)
53147420,47.6185889,-122.3514135,3,,,POINT (-122.3514135 47.6185889)
53147424,47.6185759,-122.3476152,5,traffic_signals,,POINT (-122.3476152 47.6185759)
53147426,47.6185676,-122.3450098,4,traffic_signals,,POINT (-122.3450098 47.6185676)
53147431,47.6185547,-122.3415686,4,,,POINT (-122.3415686 47.6185547)
53147432,47.6185409,-122.3384897,4,traffic_signals,,POINT (-122.3384897 47.6185409)
53147433,47.6185325,-122.335888,3,,,POINT (-122.335888 47.6185325)
53147434,47.6185309,-122.3352839,4,,,POINT (-122.3352839 47.6185309)
53147435,47.6185283,-122.3342987,4,traffic_signals,,POINT (-122.3342987 47.6185283)
53147436,47.6185263,-122.3330009,3,,,POINT (-122.3330009 47.6185263)
53147440,47.6185192,-122.3313886,3,,,POINT (-122.3313886 47.6185192)
53148285,47.6107298,-122.3430425,3,,,POINT (-122.3430425 47.6107298)
53148286,47.6117296,-122.341779,4,traffic_signals,,POINT (-122.341779 47.6117296)
53148287,47.6124084,-122.3408973,4,traffic_signals,,POINT (-122.3408973 47.6124084)
53148290,47.6130634,-122.3400465,4,traffic_signals,,POINT (-122.3400465 47.6130634)
53148292,47.6136909,-122.3392322,4,traffic_signals,,POINT (-122.3392322 47.6136909)
53148294,47.6143918,-122.3383323,4,traffic_signals,,POINT (-122.3383323 47.6143918)
53148295,47.6148264,-122.337749,4,traffic_signals,,POINT (-122.337749 47.6148264)
53148297,47.6150568,-122.3374463,4,traffic_signals,,POINT (-122.3374463 47.6150568)
53148299,47.6157232,-122.336573,4,traffic_signals,,POINT (-122.336573 47.6157232)
53148302,47.6170511,-122.3348682,4,traffic_signals,,POINT (-122.3348682 47.6170511)
